Raid Report,Street Address,City ,State
"Report-5434: Dec. 16 4023 S Archer Ave, Chicago, IL 60632","4023 S Archer Ave, Chicago, IL 60632",,
"Report-5433: Dec. 16 W 71st St & Cicero Ave, Chicago, IL 60652","W 71st St & Cicero Ave, Chicago, IL 60652",,
"Report-5438: Dec. 16 2916 W 47th St, Chicago, IL 60632","2916 W 47th St, Chicago, IL 60632",,
"Report-5431: Dec. 16 4136 S California Ave, Chicago, IL 60632","4136 S California Ave, Chicago, IL 60632",,
"Report-5430: Dec. 16 W 47th St & S Hermitage Ave, Chicago, IL 60609","W 47th St & S Hermitage Ave, Chicago, IL 60609",,
"Report-5429: Dec. 16 California & 46th Street, Chicago, IL 60632","California & 46th Street, Chicago, IL 60632",,
"Report-5432: Dec. 16 4544 S California Ave, Chicago, IL 60632","4544 S California Ave, Chicago, IL 60632",,
"Report-5439: Dec. 16 5210 S Cicero Ave, Chicago, IL 60638","5210 S Cicero Ave, Chicago, IL 60638",,
"Report-5428: Dec. 16 W 47th St & S Honore St, Chicago, IL 60609","W 47th St & S Honore St, Chicago, IL 60609",,
"Report-5487: Dec. 16 S Paulina St & W 49th St, Chicago, IL 60609","S Paulina St & W 49th St, Chicago, IL 60609",,
"Report-5427: Dec. 16 3320 S Cicero Ave, Cicero, IL 60804","3320 S Cicero Ave, Cicero, IL 60804",,
"Report-5423: Dec. 16 S Throop St & W 32nd St, Chicago, IL 60608","S Throop St & W 32nd St, Chicago, IL 60608",,
"Report-5426: Dec. 16 S Wolcott Ave & W 48th St, Chicago, IL 60609","S Wolcott Ave & W 48th St, Chicago, IL 60609",,
Report-5419: Dec. 16 ,,,
"Report-5421: Dec. 16 W 47th St & S Racine Ave, Chicago, IL 60609","W 47th St & S Racine Ave, Chicago, IL 60609",,
"Report-5415: Dec. 16 4219 IL-50, Chicago, IL 60632","4219 IL-50, Chicago, IL 60632",,
"Report-5418: Dec. 16 45th St, Chicago, IL 60632","45th St, Chicago, IL 60632",,
"Report-5394: Dec. 16 4300 S Wentworth Ave, Chicago, IL 60609","4300 S Wentworth Ave, Chicago, IL 60609",,
"Report-5393: Dec. 16 5600 Pearl St, Rosemont, IL 60018","5600 Pearl St, Rosemont, IL 60018",,
"Report-5476: Dec. 16 4430 S Marshfield Ave, Chicago, IL 60609","4430 S Marshfield Ave, Chicago, IL 60609",,
"Report-5486: Dec. 16 2700 International Dr, West Chicago, IL 60185","2700 International Dr, West Chicago, IL 60185",,
Report-5349: Dec. 15 ,,,
Report-5336: Dec. 15 2350 Aviation Ave.,2350 Aviation Ave.,,
Report-5337: Dec. 15 not reported,not reported,,
Report-5339: Dec. 15 ,,,
Report-5338: Dec. 15 ,,,
Report-5340: Dec. 15 68th and ridgeland/cregier,68th and ridgeland/cregier,,
Report-5350: Dec. 15 2700 International Drive,2700 International Drive,,
Report-5341: Dec. 15 Initial reported sighting - North Ave. and Austin Blvd.,Initial reported sighting - North Ave. and Austin Blvd.,,
Report-5344: Dec. 15 ,,,
Report-5342: Dec. 15 Harlem Ave. and Roberts Rd.,Harlem Ave. and Roberts Rd.,,
Report-5334: Dec. 15 87th St and Oketo,87th St and Oketo,,
Report-5343: Dec. 15 9760 South Roberts Road,9760 South Roberts Road,,
Report-5345: Dec. 15 Lawrence and Kimball,Lawrence and Kimball,,
Report-5346: Dec. 15 ,,,
Report-5347: Dec. 15 229 W. Grand Ave.,229 W. Grand Ave.,,
Report-5348: Dec. 15 Church and Grand Avenue,Church and Grand Avenue,,
"Report-5369: Dec. 14 2002 W Wilson St, Batavia, IL 60510","2002 W Wilson St, Batavia, IL 60510",,
"Report-5368: Dec. 14 140 W Lake St, Addison, IL 60101","140 W Lake St, Addison, IL 60101",,
"Report-5367: Dec. 14 930 College Blvd, Addison, IL 60101","930 College Blvd, Addison, IL 60101",,
"Report-5366: Dec. 14 415 N Swift Rd, Addison, IL 60101","415 N Swift Rd, Addison, IL 60101",,
Report-5382: Dec. 13 W Wilson Ave. and N Albany Ave.,W Wilson Ave. and N Albany Ave.,,
Report-5455: Dec. 13 Randall Road in Elgin,Randall Road in Elgin,,
Report-5383: Dec. 13 N Monticello Ave and W Leland Ave,N Monticello Ave and W Leland Ave,,
Report-5456: Dec. 13 8127 S Ingleside Ave.,8127 S Ingleside Ave.,,
"Report-5331: Dec. 12 N Elston Ave & W Foster Ave, Chicago, IL 60630","N Elston Ave & W Foster Ave, Chicago, IL 60630",,
Report-5329: Dec. 12 15th St & Jackson St,15th St & Jackson St,,
Report-5328: Dec. 12 S Harlem Ave & 105th St,S Harlem Ave & 105th St,,
Report-5335: Dec. 12 105th and Harlem,105th and Harlem,,
"Report-5330: Dec. 12 1924 E Touhy Ave, Des Plaines, IL 60018, USA","1924 E Touhy Ave, Des Plaines, IL 60018, USA",,
"Report-5332: Dec. 12 3239 N Green Bay Rd #207, Racine, WI 53404, United States","3239 N Green Bay Rd #207, Racine, WI 53404, United States",,
"Report-5327: Dec. 11 1167 S. State St., Chicago, IL 60605","1167 S. State St., Chicago, IL 60605",,
"Report-5333: Dec. 11 7501 W Cermak Rd, North Riverside, IL 60546","7501 W Cermak Rd, North Riverside, IL 60546",,
"Report-5326: Dec. 11 N Talman Ave & W North Ave, Chicago, IL 60647","N Talman Ave & W North Ave, Chicago, IL 60647",,
"Report-5325: Dec. 11 16300 S Harlem Ave., Tinley Park, IL 60477","16300 S Harlem Ave., Tinley Park, IL 60477",,
"Report-5319: Dec. 11 822 Springinsguth Rd, Schaumburg, IL 60193","822 Springinsguth Rd, Schaumburg, IL 60193",,
"Report-5324: Dec. 11 17500 Dixie Hwy, Homewood, IL 60430","17500 Dixie Hwy, Homewood, IL 60430",,
Report-5321: Dec. 11 401 Walnut St.,401 Walnut St.,,
"Report-5318: Dec. 11 225 S Canal St, Chicago, IL 60606","225 S Canal St, Chicago, IL 60606",,
Report-5322: Dec. 11  Deborah and Mark Ave, Deborah and Mark Ave,,
Report-5320: Dec. 11 ,,,
Report-5323: Dec. 11 Mill and Lake,Mill and Lake,,
"Report-5307: Dec. 10 66 and Laflin, ","66 and Laflin, ",,
Report-5308: Dec. 10 604 Milwaukee Ave ,604 Milwaukee Ave ,,
Report-5302: Dec. 10 College BLVD,College BLVD,,
Report-5304: Dec. 10 Kane County Judicial Center,Kane County Judicial Center,,
"Report-5306: Dec. 10 IL-83 & North Ave, Elmhurst, IL 60126.","IL-83 & North Ave, Elmhurst, IL 60126.",,
Report-5305: Dec. 10 Romeoville IL in the Jewel parking lot on Weber and Taylor. ,Romeoville IL in the Jewel parking lot on Weber and Taylor. ,,
Report-5301: Dec. 10 College BLVD ,College BLVD ,,
"Report-5303: Dec. 10 Milwaukee and Lawrence, 60630","Milwaukee and Lawrence, 60630",,
Report-5300: Dec. 10 225 Carpenter Ave,225 Carpenter Ave,,
Report-5299: Dec. 10 Palatine & Wolf Rd,Palatine & Wolf Rd,,
Report-5277: Dec. 9 ,,,
"Report-5280: Dec. 9 9600 S Ave N, Chicago, IL 60617","9600 S Ave N, Chicago, IL 60617",,
Report-5279: Dec. 9 38th & Kedzie Ave,38th & Kedzie Ave,,
"Report-5290: Dec. 9 163 N Michigan Ave, Chicago, IL 60601","163 N Michigan Ave, Chicago, IL 60601",,
"Report-5291: Dec. 9 1372 Fargo Ave, Des Plaines, IL 60018","1372 Fargo Ave, Des Plaines, IL 60018",,
"Report-5289: Dec. 9 100 S 3rd St, Geneva, IL 60134","100 S 3rd St, Geneva, IL 60134",,
Report-5288: Dec. 9 ,,,
"Report-5287: Dec. 9 6229 S Artesian Ave, Chicago, IL 60629","6229 S Artesian Ave, Chicago, IL 60629",,
"Report-5286: Dec. 9 4963 N Milwaukee Ave, Chicago, IL 60630","4963 N Milwaukee Ave, Chicago, IL 60630",,
"Report-5285: Dec. 9 W 63rd Pl & S Hamlin Ave, Chicago, IL 60629","W 63rd Pl & S Hamlin Ave, Chicago, IL 60629",,
"Report-5283: Dec. 9 3106 N Richmond St, Chicago, IL 60618","3106 N Richmond St, Chicago, IL 60618",,
"Report-5282: Dec. 9 8218 S Maryland Ave, Chicago, IL 60619","8218 S Maryland Ave, Chicago, IL 60619",,
"Report-5281: Dec. 9 787-799 N Sacramento Blvd, Chicago, IL 60612","787-799 N Sacramento Blvd, Chicago, IL 60612",,
"Report-5278: Dec. 9 248 N Hamlin Ave, Chicago, IL 60624","248 N Hamlin Ave, Chicago, IL 60624",,
"Report-5284: Dec. 9 I-294 NB, Northbrook, IL 60062","I-294 NB, Northbrook, IL 60062",,
Report-5265: Dec. 8 N Pulaski Rd & W Wilson Ave,N Pulaski Rd & W Wilson Ave,,
Report-5267: Dec. 8 47th and Western,47th and Western,,
Report-5268: Dec. 8 49th and Western,49th and Western,,
Report-5266: Dec. 8 Ridge Ave & Brummel St,Ridge Ave & Brummel St,,
Report-5271: Dec. 8 Hwy 90 - California exit,Hwy 90 - California exit,,
"Report-5270: Dec. 8 37W777 IL-38, St. Charles, IL 60175","37W777 IL-38, St. Charles, IL 60175",,
"Report-5272: Dec. 8 921 Pasquinelli Dr, Westmont, IL 60559","921 Pasquinelli Dr, Westmont, IL 60559",,
Report-5269: Dec. 8 N Luna Ave & W Catalpa Ave,N Luna Ave & W Catalpa Ave,,
"Report-5273: Dec. 8 540 N Schmale Rd, Carol Stream, IL 60188","540 N Schmale Rd, Carol Stream, IL 60188",,
"Report-5274: Dec. 8 500 W Madison St, Chicago, IL 60661","500 W Madison St, Chicago, IL 60661",,
Report-5276: Dec. 8 ,,,
"Report-5275: Dec. 7 5801 S Ellis Ave, Chicago, IL 60637","5801 S Ellis Ave, Chicago, IL 60637",,
Report-5262: Dec. 6 Harlem and off the 95th exit,Harlem and off the 95th exit,,
"Report-5298: Dec. 6 Harlem and 95th, Chicago Ridge, IL 60415","Harlem and 95th, Chicago Ridge, IL 60415",,
"Report-5297: Dec. 6 589 N McLean Blvd, Elgin, IL 60123","589 N McLean Blvd, Elgin, IL 60123",,
"Report-5264: Dec. 6 1661 Maple Ln, Elgin, IL 60123","1661 Maple Ln, Elgin, IL 60123",,
"Report-5296: Dec. 6 Glen Ellyn Rd and Army Trail Rd, Glendale heights, IL 60139","Glen Ellyn Rd and Army Trail Rd, Glendale heights, IL 60139",,
"Report-5295: Dec. 6 37 W North Ave, Northlake, IL 60164","37 W North Ave, Northlake, IL 60164",,
"Report-5294: Dec. 6 10000 W O'Hare Ave, Chicago, IL 60666","10000 W O'Hare Ave, Chicago, IL 60666",,
"Report-5293: Dec. 6 84th and Harlem, Bridgeview, IL 60455","84th and Harlem, Bridgeview, IL 60455",,
"Report-5292: Dec. 6 Argyle St & Marshall Rd, Bensenville, IL 60106","Argyle St & Marshall Rd, Bensenville, IL 60106",,
"Report-5231: Dec. 5 10000 W O'Hare Ave, Chicago, IL 60666, United States","10000 W O'Hare Ave, Chicago, IL 60666, United States",,
Report-5230: Dec. 5 1458 N Western Ave,1458 N Western Ave,,
"Report-5253: Dec. 5 6200 Cermak Rd. and Highland, Berwyn, IL 60402","6200 Cermak Rd. and Highland, Berwyn, IL 60402",,
Report-5232: Dec. 5 Cermak Rd & S 61st Ct,Cermak Rd & S 61st Ct,,
Report-5252: Dec. 5 Cermak Rd & Wesley Ave / Riverside Dr,Cermak Rd & Wesley Ave / Riverside Dr,,
Report-5251: Dec. 5 Cermak Rd & Highland Ave,Cermak Rd & Highland Ave,,
Report-5233: Dec. 5 Location couldn't be confirmed. It wasn't clear if it was central park or central avenue,Location couldn't be confirmed. It wasn't clear if it was central park or central avenue,,
Report-5244: Dec. 5 S East Ave & Van Buren St,S East Ave & Van Buren St,,
Report-5246: Dec. 5 26th Street & St. Louis,26th Street & St. Louis,,
Report-5247: Dec. 5 Ashland Ave & W Cortez St,Ashland Ave & W Cortez St,,
Report-5245: Dec. 5 W 22nd Pl & S 58th Ave,W 22nd Pl & S 58th Ave,,
Report-5248: Dec. 5 26th and springfield,26th and springfield,,
"Report-5249: Dec. 5 W Dundee Rd & Wheeling Rd, Wheeling, IL 60090, USA","W Dundee Rd & Wheeling Rd, Wheeling, IL 60090, USA",,
"Report-5317: Dec. 5 170th and Oakwood Ave Lansing, IL","170th and Oakwood Ave Lansing, IL",,
Report-5250: Dec. 5 W 26th St & S Austin Blvd,W 26th St & S Austin Blvd,,
"Report-5314: Dec. 5 2803 S Cicero Ave, Cicero, IL 60804","2803 S Cicero Ave, Cicero, IL 60804",,
"Report-5316: Dec. 5 2100 Pfingsten Rd, Glenview, IL 60026","2100 Pfingsten Rd, Glenview, IL 60026",,
"Report-5311: Dec. 5 100 S 3rd St, Geneva, IL 60134","100 S 3rd St, Geneva, IL 60134",,
Report-5313: Dec. 5 ,,,
"Report-5315: Dec. 5 Chicago, IL 60623","Chicago, IL 60623",,
"Report-5309: Dec. 5 2710 170th St, Lansing, IL 60438","2710 170th St, Lansing, IL 60438",,
"Report-5312: Dec. 5 2309 N Mango Ave, 60639","2309 N Mango Ave, 60639",,
"Report-5310: Dec. 5 Hunt Club Apartments 350 Inland Dr #1B, Wheeling, IL 60090","Hunt Club Apartments 350 Inland Dr #1B, Wheeling, IL 60090",,
Report-5257: Dec. 4 ,,,
Report-5256: Dec. 4 ,,,
Report-5260: Dec. 4 Western and grand,Western and grand,,
Report-5258: Dec. 4 610 Willow Wood Dr,610 Willow Wood Dr,,
Report-5255: Dec. 4 826 Terrace Lake Dr,826 Terrace Lake Dr,,
Report-5261: Dec. 4  greenwood and prairie, greenwood and prairie,,
Report-5259: Dec. 4 900 W Lake St,900 W Lake St,,
Report-5254: Dec. 4 Hamlin and Augusta,Hamlin and Augusta,,
"Report-5243: Dec. 3 N Elston Ave & N California Ave, Chicago, IL 60618","N Elston Ave & N California Ave, Chicago, IL 60618",,
"Report-5240: Dec. 3 50th Ct & W 29th Pl, Cicero, IL 60804","50th Ct & W 29th Pl, Cicero, IL 60804",,
"Report-5239: Dec. 3 2411 S Avers Ave, Chicago, IL 60623","2411 S Avers Ave, Chicago, IL 60623",,
"Report-5238: Dec. 3 4949 N Ridgeway Ave, Chicago IL, 60625","4949 N Ridgeway Ave, Chicago IL, 60625",,
Report-5224: Dec. 3 Madison St. and Home Ave,Madison St. and Home Ave,,
Report-5225: Dec. 3 8115 S Ingleside Ave,8115 S Ingleside Ave,,
Report-5226: Dec. 3  810 College Blvd , 810 College Blvd ,,
"Report-5241: Dec. 2 Sheridan & Loyola, Chicago, IL 60626","Sheridan & Loyola, Chicago, IL 60626",,
"Report-5242: Dec. 2 W 69th Pl & S Lawndale Ave, Chicago, IL 60629","W 69th Pl & S Lawndale Ave, Chicago, IL 60629",,
"Report-5222: Dec. 2 810 E 103rd St, Chicago, IL 60628","810 E 103rd St, Chicago, IL 60628",,
"Report-5223: Dec. 2 3401 W Belmont Ave, Chicago, IL 60618","3401 W Belmont Ave, Chicago, IL 60618",,
"Report-5221: Dec. 2 4950 N Avers Ave, Chicago, IL 60625","4950 N Avers Ave, Chicago, IL 60625",,
"Report-5220: Dec. 2 103rd St & 88th Ave, Palos Hills, IL 60465","103rd St & 88th Ave, Palos Hills, IL 60465",,
Report-5263: Dec. 2 103rd St. and 88th Ave. ,103rd St. and 88th Ave. ,,
Report-5207: Dec. 1 Aldi on North and 17th,Aldi on North and 17th,,
Report-5210: Dec. 1 ,,,
Report-5212: Dec. 1 Wabash and Monroe,Wabash and Monroe,,
Report-5213: Dec. 1 Archer Ave and Laport Ave,Archer Ave and Laport Ave,,
Report-5215: Dec. 1 none provided,none provided,,
Report-5214: Dec. 1 1401 W Jefferson St.,1401 W Jefferson St.,,
Report-5216: Dec. 1 none stated,none stated,,
"Report-5208: Dec. 1 936 W. College Blvd, Addison","936 W. College Blvd, Addison",,
Report-5209: Dec. 1 ,,,
"Report-5211: Dec. 1 430 N West Ave
Elmhurst, IL","430 N West Ave
Elmhurst, IL",,
"Report-5217: Dec. 1 535 Joliet Rd, Willowbrook, IL ","535 Joliet Rd, Willowbrook, IL ",,
Report-5237: Nov. 30 ,,,
Report-5236: Nov. 30 ,,,
"Report-5235: Nov. 30 303 L W Besinger Dr, Carpentersville, IL ","303 L W Besinger Dr, Carpentersville, IL ",,
"Report-5234: Nov. 30  10000 O'Hare Ave, Chicago, IL 60666"," 10000 O'Hare Ave, Chicago, IL 60666",,
"Report-5206: Nov. 29 State & Lake, Chicago","State & Lake, Chicago",,
"Report-5205: Nov. 29 848 Lake St, Oak Park, IL 60301","848 Lake St, Oak Park, IL 60301",,
"Report-5229: Nov. 28 6400 N Milwaukee Ave
Chicago, IL 60631","6400 N Milwaukee Ave
Chicago, IL 60631",,
"Report-5227: Nov. 28 4650 W North Ave
Chicago, IL  60639","4650 W North Ave
Chicago, IL  60639",,
Report-5218: Nov. 28 State and Lake,State and Lake,,
Report-5228: Nov. 28 ,,,
"Report-5204: Nov. 28 1201 W Dundee Rd, Wheeling, IL 60090","1201 W Dundee Rd, Wheeling, IL 60090",,
Report-5192: Nov. 27 6100 N River Rd,6100 N River Rd,,
Report-5191: Nov. 27 704 E Boughton Rd,704 E Boughton Rd,,
Report-5202: Nov. 26 Midway Airport,Midway Airport,,
Report-5199: Nov. 26 Third St. Charles ,Third St. Charles ,,
"Report-5201: Nov. 26 Thornwood Ave. and Cleveland St., Wilmette, IL 60091","Thornwood Ave. and Cleveland St., Wilmette, IL 60091",,
Report-5200: Nov. 26 TORRES SUPERMERCADO,TORRES SUPERMERCADO,,
Report-5198: Nov. 26 Target Bedford park ,Target Bedford park ,,
"Report-5196: Nov. 26 Kane County Complex, 37W777 IL-38, St. Charles, IL 60175","Kane County Complex, 37W777 IL-38, St. Charles, IL 60175",,
"Report-5197: Nov. 26 505 Gundersen Dr, Carol Stream, IL 60188. ","505 Gundersen Dr, Carol Stream, IL 60188. ",,
Report-5203: Nov. 26 Elm Court apartment complex 190 S Prospect Ave in Elmhurst,Elm Court apartment complex 190 S Prospect Ave in Elmhurst,,
"Report-5188: Nov. 26 2316 W Thomas Street in Ukrainian Village, 60622","2316 W Thomas Street in Ukrainian Village, 60622",,
Report-5189: Nov. 26 West St and Childs St in Wheaton IL,West St and Childs St in Wheaton IL,,
"Report-5190: Nov. 26 Roselle, IL 60172","Roselle, IL 60172",,
Report-5195: Nov. 26 Corner of Hillside and Marcher Ave,Corner of Hillside and Marcher Ave,,
"Report-5170: Nov. 25 4000 W Irving Park Rd, Chicago, IL 60641","4000 W Irving Park Rd, Chicago, IL 60641",,
"Report-5175: Nov. 25 6025 S Western Ave, Chicago, IL 60636","6025 S Western Ave, Chicago, IL 60636",,
"Report-5178: Nov. 25 4253 N Kedvale Ave, Chicago, IL 60641","4253 N Kedvale Ave, Chicago, IL 60641",,
"Report-5181: Nov. 25 4103 W Belle Plaine Ave, Chicago, IL 60641","4103 W Belle Plaine Ave, Chicago, IL 60641",,
Report-5180: Nov. 25 ,,,
"Report-5171: Nov. 25 700 N Ridgeway Ave, Chicago, IL 60624","700 N Ridgeway Ave, Chicago, IL 60624",,
"Report-5179: Nov. 25 N Leclaire Ave & W Division St, Chicago, IL 60651","N Leclaire Ave & W Division St, Chicago, IL 60651",,
"Report-5176: Nov. 25 1449 N Kildare Ave, Chicago, IL 60651","1449 N Kildare Ave, Chicago, IL 60651",,
"Report-5173: Nov. 25 S Cicero Ave & W 61st St, Chicago, IL 60629","S Cicero Ave & W 61st St, Chicago, IL 60629",,
"Report-5174: Nov. 25 Harlem Ave & 130th St, Palos Heights, IL 60463","Harlem Ave & 130th St, Palos Heights, IL 60463",,
"Report-5177: Nov. 25 IL-50 & W 143rd St, Crestwood, IL 60445","IL-50 & W 143rd St, Crestwood, IL 60445",,
"Report-5172: Nov. 25 Hanover Park, IL 60133","Hanover Park, IL 60133",,
"Report-5169: Nov. 25 4638 N Kenmore Ave, Chicago, IL 60640","4638 N Kenmore Ave, Chicago, IL 60640",,
"Report-5140: Nov. 24 9700 Lemont Rd, Lemont, IL 60439","9700 Lemont Rd, Lemont, IL 60439",,
Report-5141: Nov. 24 ,,,
Report-5150: Nov. 24 Ridge and Lunt,Ridge and Lunt,,
Report-5149: Nov. 24 Ravenswood and Wolcott,Ravenswood and Wolcott,,
Report-5151: Nov. 24 Liberty and Columbia,Liberty and Columbia,,
Report-5152: Nov. 24 Dundee and Lincoln,Dundee and Lincoln,,
"Report-5142: Nov. 24 5731 S Spaulding Ave, Chicago IL 60629","5731 S Spaulding Ave, Chicago IL 60629",,
"Report-5143: Nov. 24 2440 147th St, Posen, IL 60469","2440 147th St, Posen, IL 60469",,
"Report-5144: Nov. 24 4100-4194 W Devon Ave, Lincolnwood, IL, 60712","4100-4194 W Devon Ave, Lincolnwood, IL, 60712",,
"Report-5145: Nov. 24 Dwight D. Eisenhower Expy Elk Grove Village, IL, 60007 ","Dwight D. Eisenhower Expy Elk Grove Village, IL, 60007 ",,
"Report-5146: Nov. 24 5125-5129 W 96th St, Oak Lawn, IL, 60453 ","5125-5129 W 96th St, Oak Lawn, IL, 60453 ",,
"Report-5147: Nov. 24 3630 W Shakespeare Ave, Chicago, IL, 60647","3630 W Shakespeare Ave, Chicago, IL, 60647",,
"Report-5148: Nov. 24 41867 N US-41 Wadsworth, IL, 60083 ","41867 N US-41 Wadsworth, IL, 60083 ",,
"Report-5153: Nov. 24 37W777 IL-38, St. Charles, IL 60175","37W777 IL-38, St. Charles, IL 60175",,
"Report-5154: Nov. 24 75 Executive Dr, Aurora, IL 60504","75 Executive Dr, Aurora, IL 60504",,
Report-5155: Nov. 24 Porter St and Columbia Ave,Porter St and Columbia Ave,,
"Report-5156: Nov. 24 4233 N Bloomington Ave, Arlington Heights, IL 60004","4233 N Bloomington Ave, Arlington Heights, IL 60004",,
Report-5139: Nov. 23 N Sacramento Blvd & W Chicago Ave - Chicago Il 60622,N Sacramento Blvd & W Chicago Ave - Chicago Il 60622,,
"Report-5132: Nov. 23 4137 N Elston Ave, Chicago, IL 60618","4137 N Elston Ave, Chicago, IL 60618",,
"Report-5133: Nov. 23 N. Elston and N. Kennicott - Chicago, IL 60630","N. Elston and N. Kennicott - Chicago, IL 60630",,
"Report-5134: Nov. 23 2231 N Central Ave, Chicago, IL 60639","2231 N Central Ave, Chicago, IL 60639",,
"Report-5135: Nov. 23 3131 N Cicero Ave, Chicago, IL 60641","3131 N Cicero Ave, Chicago, IL 60641",,
"Report-5136: Nov. 23 2328 N Mango Ave, Chicago, IL 60639","2328 N Mango Ave, Chicago, IL 60639",,
"Report-5138: Nov. 23 1001 Fargo Ave, Elk Grove Village, IL 60007","1001 Fargo Ave, Elk Grove Village, IL 60007",,
"Report-5137: Nov. 23 116 George St, Bensenville, IL 60106","116 George St, Bensenville, IL 60106",,
"Report-5122: Nov. 22 251 E Huron St, Chicago, IL 60611","251 E Huron St, Chicago, IL 60611",,
"Report-5121: Nov. 22 Clark & Lake, Chicago","Clark & Lake, Chicago",,
"Report-5119: Nov. 22 Ridge Ave & Davis St, Evanston","Ridge Ave & Davis St, Evanston",,
"Report-5118: Nov. 22 1001 Fargo Ave, Elk Grove Village, IL 60007","1001 Fargo Ave, Elk Grove Village, IL 60007",,
"Report-5117: Nov. 22 502 N Milwaukee Ave, Chicago, IL 60622","502 N Milwaukee Ave, Chicago, IL 60622",,
"Report-5116: Nov. 22 848 Lake St, Oak Park, IL 60301","848 Lake St, Oak Park, IL 60301",,
Report-5115: Nov. 22 not clear - route 72,not clear - route 72,,
"Report-5112: Nov. 22 Belmont & River Road, Franklin Park","Belmont & River Road, Franklin Park",,
Report-5108: Nov. 21 Huron and Lawndale,Huron and Lawndale,,
"Report-5107: Nov. 21 3737 N. Southport Ave, Chicago, 60613","3737 N. Southport Ave, Chicago, 60613",,
"Report-5110: Nov. 21 1621 N Thatcher Ave, Elmwood Park, IL 60707, United States","1621 N Thatcher Ave, Elmwood Park, IL 60707, United States",,
Report-5109: Nov. 21 Dundee Rd and Hicks Rd,Dundee Rd and Hicks Rd,,
"Report-5183: Nov. 21 Circuit court of cook county, 555 W Harrison, 60607","Circuit court of cook county, 555 W Harrison, 60607",,
"Report-5111: Nov. 21 207 N Wheaton Ave, Wheaton, IL 60187, USA","207 N Wheaton Ave, Wheaton, IL 60187, USA",,
Report-5185: Nov. 21 Carpentersville IL ,Carpentersville IL ,,
